ResourceNo,ResourceType,CultureName,ResourceKey,ResourceValue,InitBy,InitDate,ChangedBy,ChangedDate
6109,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.FilterShowBlanks,(Afficher les espaces vides),pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:40:00
6110,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.FilterType,Type de filtre,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:40:00
6111,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.FilterTypeExcluded,Masquer les valeurs sélectionnées,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:40:00
6112,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.FilterTypeIncluded,Afficher les valeurs sélectionnées,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:41:00
6113,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.GrandTotal,Grand total,pat,2011-11-23 00:00:00,daghern,2012-05-03 13:11:00
6114,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.OLAPDrillDownFilterException,Impossible d'exécuter la requête d'affichage des détails quand la sélection pour le filtre du rapport contient de multiples éléments. Sélectionner un seul élément par champ de la zone du filtre du rapport avant de lancer la requête.,pat,2011-11-23 00:00:00,ndagher,2015-10-28 09:28:00
6115,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.OLAPMeasuresCaption,Mesures,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:48:00
6116,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuClearSorting,Effacer le tri,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:49:00
6117,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuCollapse,Réduire,pat,2011-11-23 00:00:00,HThomas,2011-12-14 06:56:00
6118,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuCollapseAll,Tout réduire,pat,2011-11-23 00:00:00,HThomas,2011-12-14 06:56:00
6119,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuExpand,Élargir,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:51:00
6120,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuExpandAll,Tout élargir,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:51:00
6121,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuFieldOrder,Ordre,pat,2011-11-23 00:00:00,HThomas,2017-08-15 13:33:00
6122,DevExpress_Web_v11_1,en-US,ASPxperienceStringId.UploadControl_UploadButton,Upload,pat,2011-11-23 00:00:00,,NULL
6123,DevExpress_Web_v11_1,fr-CA,ASPxperienceStringId.UploadControl_UploadButton,Téléverser,pat,2011-11-23 00:00:00,daghern,2011-11-29 11:52:00
6124,DevExpress_Web_v11_1,en-US,ASPxperienceStringId.UploadControl_CancelButton,Cancel,pat,2011-11-23 00:00:00,,NULL
6125,DevExpress_Web_v11_1,fr-CA,ASPxperienceStringId.UploadControl_CancelButton,Annuler,pat,2011-11-23 00:00:00,daghern,2011-11-30 12:02:00
6126,DevExpress_Web_v11_1,en-US,ASPxperienceStringId.Loading,Loading,pat,2011-11-23 00:00:00,,NULL
6127,DevExpress_Web_v11_1,fr-CA,ASPxperienceStringId.Loading,Chargement,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:48:00
6128,DevExpress_Web_v11_1,en-US,ASPxperienceStringId.Pager_SummaryAllPagesFormat,All Pages,pat,2011-11-23 00:00:00,,NULL
6129,DevExpress_Web_v11_1,fr-CA,ASPxperienceStringId.Pager_SummaryAllPagesFormat,Toutes les pages,pat,2011-11-23 00:00:00,daghern,2011-11-29 11:34:00
6130,DevExpress_Web_v11_1,en-US,ASPxperienceStringId.Pager_SummaryFormat,Page {0} of {1} ({2} items),pat,2011-11-23 00:00:00,,NULL
6131,DevExpress_Web_v11_1,fr-CA,ASPxperienceStringId.Pager_SummaryFormat,Page {0} de {1} ({2} items),pat,2011-11-23 00:00:00,HThomas,2017-06-28 12:53:00
6132,DevExpress_Web_ASPxEditors_v11_1,en-US,ASPxEditorsStringId.DefaultErrorText,Error,pat,2011-11-23 00:00:00,,NULL
6133,DevExpress_Web_ASPxEditors_v11_1,fr-CA,ASPxEditorsStringId.DefaultErrorText,Erreur,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:22:00
6134,DevExpress_Web_ASPxEditors_v11_1,en-US,ASPxEditorsStringId.RequiredFieldErrorText,Required field,pat,2011-11-23 00:00:00,,NULL
6135,DevExpress_Web_ASPxEditors_v11_1,fr-CA,ASPxEditorsStringId.RequiredFieldErrorText,Champ obligatoire,pat,2011-11-23 00:00:00,HThomas,2015-04-30 12:47:00
6136,DevExpress_Web_ASPxEditors_v11_1,en-US,ASPxEditorsStringId.RegExValidationErrorText,Invalid format,pat,2011-11-23 00:00:00,,NULL
6137,DevExpress_Web_ASPxEditors_v11_1,fr-CA,ASPxEditorsStringId.RegExValidationErrorText,Format invalide,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:22:00
6138,DevExpress_Web_ASPxEditors_v11_1,en-US,ASPxEditorsStringId.Calendar_Clear,Clear,pat,2011-11-23 00:00:00,,NULL
6139,DevExpress_Web_ASPxEditors_v11_1,fr-CA,ASPxEditorsStringId.Calendar_Clear,Vider,pat,2011-11-23 00:00:00,HThomas,2015-04-30 12:56:00
6140,DevExpress_Web_ASPxEditors_v11_1,en-US,ASPxEditorsStringId.Calendar_Today,Today,pat,2011-11-23 00:00:00,,NULL
6141,DevExpress_Web_ASPxEditors_v11_1,fr-CA,ASPxEditorsStringId.Calendar_Today,Aujourd'hui,pat,2011-11-23 00:00:00,daghern,2011-11-29 13:54:00
6142,DevExpress_Web_ASPxEditors_v11_1,en-US,ASPxEditorsStringId.Calendar_OK,OK,pat,2011-11-23 00:00:00,,NULL
6143,DevExpress_Web_ASPxEditors_v11_1,fr-CA,ASPxEditorsStringId.Calendar_OK,OK,pat,2011-11-23 00:00:00,daghern,2011-11-29 13:54:00
6144,DevExpress_Web_ASPxEditors_v11_1,en-US,ASPxEditorsStringId.Calendar_Cancel,Cancel,pat,2011-11-23 00:00:00,,NULL
6145,DevExpress_Web_ASPxEditors_v11_1,fr-CA,ASPxEditorsStringId.Calendar_Cancel,Annuler,pat,2011-11-23 00:00:00,daghern,2011-11-29 13:53:00
6146,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Alt_DragAndDropHideColumnIcon,,pat,2011-11-23 00:00:00,,NULL
6147,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.Alt_DragAndDropHideColumnIcon,,pat,2011-11-23 00:00:00,daghern,2013-06-18 07:32:00
6148,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.EmptyDataRow,There are no records to display.,pat,2011-11-23 00:00:00,,NULL
6149,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.HeaderFilterShowNonBlanksItem,Afficher les cellules remplies,pat,2011-11-23 00:00:00,daghern,2011-12-13 06:56:00
6150,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuHideFieldList,Masquer la liste du champ,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:53:00
6151,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuHidePrefilter,Masquer le filtre préliminaire,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:53:00
6152,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuMovetoBeginning,Déplacer au début,pat,2011-11-23 00:00:00,HThomas,2011-12-14 06:57:00
6153,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuMovetoEnd,Déplacer à la fin,pat,2011-11-23 00:00:00,HThomas,2011-12-14 06:57:00
6154,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuMovetoLeft,Déplacer vers la gauche,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:55:00
6155,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuMovetoRight,Déplacer vers la droite,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:56:00
6156,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuRefreshData,Actualiser les données,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:57:00
6157,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuRemoveAllSortByColumn,Supprimer tous les tris,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:57:00
6158,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuShowExpression,Éditeur d'expressions...,pat,2011-11-23 00:00:00,HThomas,2012-01-05 07:35:00
6159,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuShowFieldList,Afficher la liste du champ,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:58:00
6160,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.GroupContinuedOnNextPage,(Continued on the next page),pat,2011-11-23 00:00:00,,NULL
6161,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.GroupPanel,Drag a column header here to group by that column,pat,2011-11-23 00:00:00,,NULL
6162,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_BeyondNextMonth,Beyond Next Month,pat,2011-11-23 00:00:00,,NULL
6163,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_EarlierThisMonth,Earlier this Month,pat,2011-11-23 00:00:00,,NULL
6164,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_LastMonth,Last Month,pat,2011-11-23 00:00:00,,NULL
6165,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_LastWeek,Last Week,pat,2011-11-23 00:00:00,,NULL
6166,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_LaterThisMonth,Later this Month,pat,2011-11-23 00:00:00,,NULL
6167,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_NextMonth,Next Month,pat,2011-11-23 00:00:00,,NULL
6168,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_NextWeek,Next Week,pat,2011-11-23 00:00:00,,NULL
6169,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_Older,Older,pat,2011-11-23 00:00:00,,NULL
6170,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_ThreeWeeksAgo,Three Weeks Ago,pat,2011-11-23 00:00:00,,NULL
6171,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_ThreeWeeksAway,Three Weeks Away,pat,2011-11-23 00:00:00,,NULL
6172,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_Today,Today,pat,2011-11-23 00:00:00,,NULL
6173,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_Tomorrow,Tomorrow,pat,2011-11-23 00:00:00,,NULL
6174,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_TwoWeeksAgo,Two Weeks Ago,pat,2011-11-23 00:00:00,,NULL
6175,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_TwoWeeksAway,Two Weeks Away,pat,2011-11-23 00:00:00,,NULL
6176,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Outlook_Yesterday,Yesterday,pat,2011-11-23 00:00:00,,NULL
6177,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.PopupEditFormCaption,Edit Form,pat,2011-11-23 00:00:00,,NULL
6178,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Alt_Collapse,[Collapse],pat,2011-11-23 00:00:00,,NULL
6179,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Alt_Expand,[Expand],pat,2011-11-23 00:00:00,,NULL
6180,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Alt_FilterRowButton,[Condition],pat,2011-11-23 00:00:00,,NULL
6181,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Alt_HeaderFilterButtonActive,[Filtered],pat,2011-11-23 00:00:00,,NULL
6182,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.AutoFilterBeginsWith,Begins with,pat,2011-11-23 00:00:00,,NULL
6183,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.AutoFilterContains,Contains,pat,2011-11-23 00:00:00,,NULL
6184,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.AutoFilterEndsWith,Ends with,pat,2011-11-23 00:00:00,,NULL
6185,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.AutoFilterEquals,Equals,pat,2011-11-23 00:00:00,,NULL
6186,DevExpress_Web_ASPxGridView_v11_1,en-US,ASPxGridViewStringId.Unchecked,Unchecked,pat,2011-11-23 00:00:00,,NULL
6187,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.Alt_Expand,[Agrandir],pat,2011-11-23 00:00:00,HThomas,2015-04-30 13:04:00
6188,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.Alt_FilterRowButton,Condition,pat,2011-11-23 00:00:00,HThomas,2011-12-13 11:59:00
6189,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.Alt_HeaderFilterButtonActive,Filtré,pat,2011-11-23 00:00:00,HThomas,2011-12-13 12:00:00
6190,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.AutoFilterBeginsWith,Commence par,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:24:00
6191,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.AutoFilterContains,Contient,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:24:00
6192,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.AutoFilterEndsWith,Se termine par,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:25:00
6193,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.PopupEditFormCaption,Modifier le formulaire,pat,2011-11-23 00:00:00,daghern,2012-01-05 07:48:00
6194,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.Unchecked,Décoché,pat,2011-11-23 00:00:00,HThomas,2015-04-30 13:11:00
6195,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.Alt_ConstrainProportions,Constrain Proportions On,pat,2011-11-23 00:00:00,,NULL
6196,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.Alt_ConstrainProportionsOff,Constrain Proportions Off,pat,2011-11-23 00:00:00,,NULL
6197,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.ButtonCancel,Cancel,pat,2011-11-23 00:00:00,,NULL
6198,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.ButtonChange,Change,pat,2011-11-23 00:00:00,,NULL
6199,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.ButtonInsert,Insert,pat,2011-11-23 00:00:00,,NULL
6200,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.ButtonOk,OK,pat,2011-11-23 00:00:00,,NULL
6201,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.ChangeImage,Change Image,pat,2011-11-23 00:00:00,,NULL
6202,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.ChangeLink,Change Link,pat,2011-11-23 00:00:00,,NULL
6203,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.ChangeTableColumn_Size,Size,pat,2011-11-23 00:00:00,,NULL
6204,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandApplyCss,Apply Changes,pat,2011-11-23 00:00:00,TMacleod,2011-12-12 13:48:00
6205,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandBackColor,Back Color,pat,2011-11-23 00:00:00,,NULL
6206,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandBold,Bold,pat,2011-11-23 00:00:00,,NULL
6207,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandBulletList,Bullet List,pat,2011-11-23 00:00:00,,NULL
6208,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandCenter,Align Center,pat,2011-11-23 00:00:00,,NULL
6209,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandCheckSpelling,Check Spelling,pat,2011-11-23 00:00:00,,NULL
6210,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandCopy,Copy,pat,2011-11-23 00:00:00,,NULL
6211,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandCut,Cut,pat,2011-11-23 00:00:00,,NULL
6212,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandForeColor,Fore Color,pat,2011-11-23 00:00:00,,NULL
6213,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandIndent,Indent,pat,2011-11-23 00:00:00,,NULL
6214,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandItalic,Italic,pat,2011-11-23 00:00:00,,NULL
6215,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandJustify,Justify,pat,2011-11-23 00:00:00,,NULL
6216,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandLeft,Align Left,pat,2011-11-23 00:00:00,,NULL
6217,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandOrderedList,Ordered List,pat,2011-11-23 00:00:00,,NULL
6218,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandOutdent,Outdent,pat,2011-11-23 00:00:00,,NULL
6219,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandPaste,Paste,pat,2011-11-23 00:00:00,,NULL
6220,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandPasteRtf,Paste from Word,pat,2011-11-23 00:00:00,,NULL
6221,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandPrint,Print,pat,2011-11-23 00:00:00,,NULL
6222,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.CommandRedo,Redo,pat,2011-11-23 00:00:00,,NULL
6223,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.EmptyDataRow,Aucun dossier à afficher.,pat,2011-11-23 00:00:00,daghern,2012-01-05 07:49:00
6224,DevExpress_Web_ASPxGridView_v11_1,fr-CA,ASPxGridViewStringId.AutoFilterEquals,Égale,pat,2011-11-23 00:00:00,HThomas,2015-04-30 12:49:00
6225,DevExpress_Web_ASPxPivotGrid_v11_1,en-US,PivotGridStringId.OLAPDrillDownFilterException,Show Details command cannot be executed when multiple items are selected in a report filter field. Select a single item for each field in the report filter area before performing a drillthrough.,pat,2011-11-23 00:00:00,,NULL
6226,DevExpress_Web_ASPxPivotGrid_v11_1,en-US,PivotGridStringId.PopupMenuHideField,Hide,pat,2011-11-23 00:00:00,,NULL
6227,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.Alt_DragHideField,Masquer,pat,2011-11-23 00:00:00,hthomas,2013-07-02 09:58:00
6228,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.DataHeadersCustomization,Déposer les éléments avec données ici,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:34:00
6229,DevExpress_Web_ASPxPivotGrid_v11_1,fr-CA,PivotGridStringId.PopupMenuSortAscending,Trier A-Z,pat,2011-11-23 00:00:00,HThomas,2011-12-13 06:59:00
6230,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.ContextMenu_ChangeLink,Change Link...,pat,2011-11-23 00:00:00,,NULL
6231,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.ImageProps_Pixels,pixels,pat,2011-11-23 00:00:00,,NULL
6232,DevExpress_Web_ASPxHtmlEditor_v11_1,en-US,ASPxHtmlEditorStringId.InsertTable_HorzAlignment,Horizontal,pat,2011-11-23 00:00:00,,NULL
16990,Reports,fr-CA,RentalInquiryDetail.ProvinceHdr,Province,HaiZhu,2015-06-09 20:29:00,,NULL
16991,Reports,en-US,RentalInquiryDetail.CityHdr,City,HaiZhu,2015-06-09 20:29:00,,NULL
6332,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.IgnoreEmails,Ignore e-mails,pat,2011-11-23 00:00:00,,NULL
6333,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.IgnoreMixedCase,Ignore words in MiXeDcAsE,pat,2011-11-23 00:00:00,,NULL
6334,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.IgnoreNumbers,Ignore words with numbers,pat,2011-11-23 00:00:00,,NULL
6335,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.IgnoreOnceButton,Ignore Once,pat,2011-11-23 00:00:00,,NULL
6336,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.IgnoreTags,Ignore markup tags,pat,2011-11-23 00:00:00,,NULL
6337,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.IgnoreUppercase,Ignore words in UPPERCASE,pat,2011-11-23 00:00:00,,NULL
6338,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.IgnoreUrls,Ignore URLs,pat,2011-11-23 00:00:00,,NULL
6339,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.InternationalDictionaries,International dictionaries,pat,2011-11-23 00:00:00,,NULL
6340,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.Language,Language:,pat,2011-11-23 00:00:00,,NULL
6341,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.NoSuggestionsText,(No Suggestions),pat,2011-11-23 00:00:00,,NULL
6342,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.NotInDictionary,Not in Dictionary:,pat,2011-11-23 00:00:00,,NULL
6343,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.OkButton,OK,pat,2011-11-23 00:00:00,,NULL
6344,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.OptionsButton,Options...,pat,2011-11-23 00:00:00,,NULL
6345,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.OptionsFormCaption,Spelling Options,pat,2011-11-23 00:00:00,,NULL
6346,DevExpress_Web_ASPxSpellChecker_v11_1,en-US,ASPxSpellCheckerStringId.SpellCheckFormCaption,Check Spelling,pat,2011-11-23 00:00:00,,NULL
6347,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.AddToDictionaryButton,Ajouter au dictionnaire,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:49:00
6348,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.CancelButton,Annuler,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:50:00
6349,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.ChangeAllButton,Modifier tout,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:33:00
6350,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.ChangeButton,Modifier,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:33:00
6351,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.ChangeTo,Remplacer par :,pat,2011-11-23 00:00:00,HThomas,2017-06-28 13:17:00
6352,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.ChooseDictionary,Choisir le dictionnaire approprié lors de la vérification orthographique.,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:35:00
6353,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.CloseButton,Fermer,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:51:00
6354,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.FinishSpellChecking,La vérification orthographique est terminée.,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:36:00
6355,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.GeneralOptions,Options générales,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:37:00
6356,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.IgnoreAllButton,Ignorer tout,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:37:00
6357,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.IgnoreEmails,Ignorer les courriels,pat,2011-11-23 00:00:00,daghern,2011-11-29 09:51:00
6358,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.IgnoreMixedCase,Ignorer les mots formés avec des majuscules et des minuscules,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:39:00
6359,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.IgnoreNumbers,Ignorer les mots avec des chiffres,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:39:00
6360,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.IgnoreOnceButton,Ignorer une fois,pat,2011-11-23 00:00:00,daghern,2011-12-01 12:11:00
6361,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.IgnoreTags,Ignorer les balises HTML,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:41:00
6362,DevExpress_Web_ASPxSpellChecker_v11_1,fr-CA,ASPxSpellCheckerStringId.IgnoreUppercase,Ignorer les mots formés de lettres majuscules,pat,2011-11-23 00:00:00,daghern,2011-11-30 07:42:00
